,Sentence,Label
143,"Nie Haisheng (born 13 October 1964) is a major general of the Chinese People's Liberation Army Strategic Support Force (PLASSF) in active service as an taikonaut and the third commander (unit chief) of the PLA Astronaut Corps (PLAAC). He was a PLA Air Force fighter pilot and director of navigation.
Nie flew on Shenzhou 6 and served as commander on both the Shenzhou 10 and Shenzhou 12 missions, the latter of which became the first crew to visit the Tiangong space station.  With a combined 111 days in space, in 2021 he set a new record for longest stay in space by a Chinese astronaut, and is one of only two Chinese astronauts to have flown three times.


== Air Force career ==

Nie was born on 08 September 1964 in Yangdang Town of Zaoyang County, Xiangyang City, Hubei Province. After graduating from high school he joined the People's Liberation Army Air Force in June 1983, and became a fighter pilot. He trained at the PLAAF's No. 7 Flying School and graduated in 1987.On 12 June 1989 while flying at 13,000 feet (4000 m) his plane suffered an explosion and he lost his engine. The plane began to spin to the ground and the cabin began to heat up. Trying to regain control, he waited until the plane was 1300 to 1700 feet (400 to 500 meters) before choosing to eject. For his handling of the situation he was honored with third-class merit.Prior to Shenzhou 10, Nie had attained the rank of Major General.


== Astronaut Corps career ==
In January 1998, he was selected for the Chinese spaceflight program and was one of three candidates who were part of the final group to train for the Shenzhou 5 flight, China's first manned spaceflight. Yang Liwei was picked for the flight, with Zhai Zhigang ranked second ahead of Nie.Nie went into orbit, along with Fei Junlong (commander), as flight engineer of the Shenzhou 6 flight on 12 October 2005. The mission lasted just under five days.
He was selected to be the commander of the backup crew for the Shenzhou 9 mission. In 2013, Nie was selected to command the Shenzhou 10 second manned space mission to the Chinese prototype space station Tiangong 1. He became the first officer to hold general rank at the time of their launch in the Chinese space program with the Shenzhou 10 mission.Nie was chosen in December 2019 for his third spaceflight, Shenzhou 12, which lifted off on 17 June 2021 on the first manned mission to the Tiangong space station.  Nie conducted his first spacewalk outside the station on 20 August 2021.


== Personal ==
He is married to Nie Jielin (聂捷琳) and they have a daughter named Nie Tianxiang (聂天翔). During the Shenzhou 6 mission he celebrated his 41st birthday in space.
The Asteroid 9517 Niehaisheng was named after him.


== See also ==
List of Chinese taikonauts


== References ==


== External links ==
""Road to the space: stories of Niè Hǎishèng"". PLA Daily. 22 October 2003. Archived from the original on 21 December 2005.
""Behind Every Successful Spaceship Launch is a Group of Women"". Women of China English Monthly. January 2004. Archived from the original on 1 January 2005.
""China Prepares for Shenzhou VI Space Flight 13 October - Agency"". China News Service. 24 September 2005.
Niè Hǎishèng at the Encyclopedia Astronautica. Accessed 22 July 2005.
Spacefacts biography of Nie Haisheng
",2
144,"Ajilimójili is a hot or hot and sweet chili sauce from Puerto Rico, traditionally served over grilled seafood, vegetables, pasteles, boiled tuber vegetables and especially grilled meats.


== Description ==
Ajilimójili is a combination of olive oil,  garlic, cilantro, chilies, green bell pepper, cumin, oregano, vinegar, citrus (lemon, lime or sour orange) chopped or blended, simmered and cooled to serve. A variant, sweet ajilimójili, adds ingredients such as sweet red peppers, ajicitos, honey, tomato sauce and butter.
The sauce is one of the essential elements of Puerto Rican cooking.


== See also ==
Puerto Rican cuisine
Salsa (sauce)
Mojo (sauce)


== References ==


== External links ==
Sweet Ajilimójili recipe in The New York Times
Ajilimójili recipe at epicurious.com
",8
145,"Al-Badeel (Arabic: البديل, lit. “the alternative”) was a privately owned Egyptian newspaper known for its left-wing orientation, and its first issue was published on July 16, 2007. It was founded by Mohamed El-Sayed Said, Vice-President of the Al-Ahram Center for Political and Strategic Studies and Editor-in-Chief from the foundation of Al-Badeel until September 2008, when he was replaced by Khaled al-Balshi.


== History ==
Print publication ended on April 10, 2009, due to lack of funds. The Board of the Progress for Peace and Advertising Company, the publisher, tried unsuccessfully to raise capital. Al-Balshi and a number of the journalists revived the publication in electronic form in November 2010. Rumors circulated in 2011-12 about a complete end of publication after a series of strikes and factional protests among the journalists. Controversies included Ibrahim Eissa’s appointment as Editor-in-Chief and allegedly arbitrary dismissals of some journalists. In November 2015, publication ended due to poor circulation.


== Arrests and injuries of journalists ==
Arrests and injuries of Al-Badeel journalists began to occur before the Egyptian revolution of 2011:

Journalist Youssef Shaaban was arrested on charges of drug possession after participating in a solidarity march on Abou Soliman Street for residents displaced by gentrification in the Mahatet El Raml neighborhood of Alexandria
Journalists Ahmed Ramadan and Islam Abu Al-Ezz were referred to military tribunals after the 2012 Abbassia protest, leading to declarations of solidarity with them by several political movements
Two employees, journalist Sara Ramadan and photojournalist Hassan Al-Banna Mubarak, were attacked by conservative firebrand imam Ahmed Muhammad Mahmoud Abdullah (nicknamed “Abu Islam”), head of the Ummah Channel and the Islamic Enlightenment Center, during an interview on 9 October 2012; their colleagues claimed Abu Islam had beaten and detained them afterwards, whence the police were contacted


== Contributors ==
Prominent contributors included satirist Galal Amer, journalist Syed Mahmoud, and Kamal Helbawy.


== References ==


== External links ==
Official site of paper
official TV site
",15
146,"Al-Malayin (Arabic: الملايين, 'The Millions') was a weekly newspaper published from Cairo, Egypt.


== History and profile ==
Al-Malayin was published between May and December 1951. It was unofficially linked to the communist Democratic Movement for National Liberation (HADITU). The launching of al-Malayin followed the closure of the pro-HADITU weekly al-Bashir in December 1950. Al-Bashir and al-Malayin gained importance in the national movement in Egypt at the time. Following the ban on al-Bashir, al-Malayin was a key channel for legal propaganda of the party.The owner and editor-in-chief of al-Malayin was Ahmad Sadiq Azzam. Prominent contributors to the newspaper included Yusuf Hilmu, Abd al-Murni as-Said, Rashid al-Barawi, Enayet al-Halim and Ibrahim Abd al-Halim.Al-Malayin advocated armed struggle against British rule in Egypt, and appealed to a united front of the Muslim Brotherhood, the Socialist Party, nationalists, Wafdist, workers and student movements to rally against Anglo-American imperialism. Al-Malayin was the first Egyptian communist newspaper which dedicated space for issues such as culture and sports. Its issues carried articles about the labourers, peasantry, women, art, theatre, literature and international issues. The newspaper dedicated relatively little attention to the Arab-Israeli conflict. In its comments to developments following the establishment of a Jewish state in Palestine, al-Malayin voiced criticism against treatments of the Jewish communities by governments in the Arab world.Al-Malayin was closed down by the Egyptian government in December 1951.


== References ==
",15
147,"Stein 2051 (Gliese 169.1, G 175-034, LHS 26/27) is a nearby binary star system, containing a red dwarf (component A) and a degenerate star (white dwarf) (component B), located in constellation Camelopardalis at about 18 ly from Earth.Stein 2051 is the nearest (red dwarf + white dwarf) separate binary system (40 Eridani BC is located closer at 16.26 light-years, but it is a part of a triple star system).
Stein 2051 B is the 6th nearest white dwarf after Sirius B, Procyon B, van Maanen's star, LP 145-141 and 40 Eridani B.


== Properties ==
The brighter of this two stars is A (a red dwarf), but the more massive is component B (a white dwarf).
In 2017, Stein 2051 B was observed passing in front of a more distant star. The bending of starlight by the gravitational field of the nearer star allowed its mass to be directly measured. The estimated mass of Stein 2051 B is 0.675±0.051 M☉, which fits the expected range of a white dwarf with a carbon-oxygen core.


== References ==


== External links ==
""CCDM J04312+5858AB -- Double or multiple star"". Centre de Données astronomiques de Strasbourg. Retrieved 2012-01-02. (the whole system)
""NAME STEIN 2051A -- Star in double system"". Centre de Données astronomiques de Strasbourg. Retrieved 2012-01-02. (component A)
""GJ 169.1 B -- Star in double system"". Centre de Données astronomiques de Strasbourg. Retrieved 2012-01-02. (component B)
",3
148,"Votice (Czech pronunciation: [ˈvocɪtsɛ]; German: Wotitz) is a town in Benešov District in the Central Bohemian Region of the Czech Republic. It has about 4,500 inhabitants.


== Administrative parts ==
Villages of Amerika, Beztahov, Bučovice, Budenín, Buchov, Hory, Hostišov, Javor, Kaliště, Košovice, Lysá, Martinice, Mladoušov, Mysletice, Nazdice, Nezdice, Otradovice, Srbice, Střelítov, Větrov, Vranov and Zdeboř are administrative parts of Votice.


== History ==
The first written mention of Votice is from 1359, however the archaeological research showed that the town was probably established in the 12th century.


== Gallery ==

		
		


== References ==
",5
149,"Akira Toriyama (鳥山 晃, Toriyama Akira, 20 June 1898 – 30 November 1994) was a Japanese ophthalmologist and photographer. During his career, he became president of Showa University and also had his photography exhibited and published.


== Biography and medical career ==
Akira Toriyama was born on 20 June 1898 in Shinagawa-machi, Ebara-gun (now Shinagawa-ku), Tokyo. He studied medicine at Tokyo Imperial University, graduating in 1926. His health was not good, and he is said to have been nudged toward ophthalmology by his own professor, who believed that the relatively stable working hours of an ophthalmologist would be better for Toriyama. In 1928, Toriyama became a professor of ophthalmology at Showa Medical School and he continued at the school as it became Showa Medical University and later Showa University, whose president he became in 1969. Toriyama also became chairman of the university's board of directors; he retired from both positions in 1988 but continued as an adviser. He died on 30 November 1994.
Toriyama was awarded the Order of the Sacred Treasure, Second Class, in 1971, and Upper Fourth Rank (正四位), in 1994.


== Photography ==
In 1934, Toriyama realized that his work as an ophthalmologist gave him some spare time, and his uncle the amateur photographer Yasunari Toriyama introduced him to the Japan Photographic Society (JPS), where the skills of the younger man quickly developed. By 1937, his works were appearing in group shows in Paris, France, and Amsterdam, Netherlands, as well as Japan.Toriyama's membership of JPS was central to his photography, and JPS retained (for example as the title of its magazine) Shinzō Fukuhara's phrase from the 1920s, ""Light with its harmony"" (光と其諧調, Hikari to sono kaichō). Ryūichi Kaneko points out that the work of JPS changed with the times: from a start that rejected certain painterly influences on photography but that embraced the subject-matter and composition of traditional Japanese aesthetics, it moved to include the portrayal of urban scenes and fragments. Kaneko says that, influenced by Rosō Fukuhara, Toriyama went further; for example, in his photography of plants ""his emphasis on the sculptural qualities of leaves, stems, and branches is fresh even today""; further, that his style is similar to that of Shōji Ueda, Akira Nomura, and other photographers of the generation who emerged in the late 1930s and are thought of as modernists rather than pictorialists. Kaneko concludes that ""[Toriyama's] work clearly testifies to [his] Modernist will to live his own life, to express himself, to the full.""
As his medical career progressed, Toriyama's photography continued but went largely unremarked. Following his death, Tomio Yoshikawa (吉川富夫, Yoshikawa Tomio) of Showa University visited his house and learned that he had left an enormous number of photographs. Yoshikawa soon had a collection of these published. Following this, Toriyama's family and ophthalmologists from Showa University discovered further large numbers of photographs and had selections of these published. First came Photographs by Akira Toriyama (1997), a lavish collection of well over a hundred monochrome photographs from the late thirties, reproduced in sepia. This was followed by A Visit to Showa (1999), a smaller collection of reproductions of colour slides thought to have been taken between 1962 and 1967. (""Showa"" here refers to the Shōwa period, which gave its name to the medical school where Toriyama worked.)


== Books ==
Kyōmaku shikkan (鞏膜疾患, Scleral diseases). Nihon Ganka Zensho 18. Tokyo: Nihon Isho Shuppan, 1953. (in Japanese)
Toriyama Akira shashinshū (鳥山晃写真集) / Photographs by Akira Toriyama. Tokyo: Mitsumura Printing, BeeBooks, 1997. ISBN 4-89615-929-2. (in Japanese) Captions and texts in Japanese and English.
Toriyama Akira shashinshū: Shōwa raikan (鳥山晃写真集 昭和来観) / A Visit to Showa. Tokyo: Mitsumura Printing, BeeBooks, 1999. ISBN 4-89615-953-5. (in Japanese) Captions in Japanese and English, most texts in both Japanese and English but some in Japanese only.


== Notes and references ==


== Further reading ==
Nihon no shashinka (日本の写真家) / Biographic Dictionary of Japanese Photography. Tokyo: Nichigai Associates, 2005. ISBN 4-8169-1948-1. P. 291. (in Japanese) Despite the English-language alternative title, all in Japanese.
",14
150,"Sugar crust, in chocolate confectionery, is a method to prepare liquid (often liqueur) filled chocolates to make liqueur chocolate or liqueur soaked fruit such as cherry.
The solid sugar crust is formed from a supersaturated sugar solution with a filling of choice. The crust completely seals the filling, allowing it to be coated with a layer of chocolate in a process called enrobing.
Liquid filled chocolates can be made without a sugar crust, however, the liquid attacks the chocolate and they have a shelf life of only a few days.


== Preparation of sugar encrusted liqueurs ==
Sugar crusts are formed by pouring filling into moulds prepared of starch (referred as starch moulds). The moulds are about room temperature.  The surface of the liquid that is exposed to the air is dusted with starch. After approximately two hours, crusts form. These crusts are flipped and left to stand in starch for twenty-four hours.  After standing for this period of time, the resulting shells are ready to be enrobed in chocolate.


== References ==
",8
151,"Aksjeselskap is the Norwegian term for a stock-based company. It is usually abbreviated AS, historically often written as A/S. An AS is always a limited company, i.e. the owners cannot be held liable for any debt beyond the stock capital. Public companies are called Allmennaksjeselskap (ASA), while companies without limited liability are called Ansvarlig selskap (ANS).
All AS companies must have a stock capital of at least NOK 30,000. In addition, they must have a board of directors, depending on the size of turnover, balance sheet total or number of employees, an auditor. They may appoint a managing director (MD) or chief executive (CEO). If the company has assets exceeding NOK 3 million, the board must have at least three members and cannot be chaired by the MD/CEO. Practically all Norwegian companies have a fiscal year from January to December, but some foreign subsidiaries may have a different fiscal year, as is allowed, to match the parent corporation.
The ASA differentiates from the Aksjeselskap in that it has rules regulating its ownership. There cannot be any rules limiting the company's ownership to certain interests, and an ASA must offer a public tender to purchase stock, either new stock or from existing owners if the company is converted from an AS. Norwegian companies, both those listed on a stock exchange and banks, must be ASAs (banks, however, are exempt from certain regulation including ownership regulation). An ASA is required to have a capital of NOK 1 million; a board with at least 40% of its members from each gender as well as an auditor.


== References ==
",7
152,"Steel-cut oats (US), also called pinhead oats, coarse oatmeal (UK), or Irish oatmeal are groats (the inner kernel with the inedible hull removed) of whole oats which have been chopped into two or three pinhead-sized pieces (hence the names; ""steel-cut"" comes from the steel blades). The pieces can then be sold, or processed further to make rolled oat flakes, of smaller size than flakes of whole groats. Steel-cutting produces oatmeal with a chewier and coarser texture than other processes.
Steel-cut oats, and other types, are traditionally used to make porridge. They take longer to cook than instant, ground, or rolled oats, typically 15–30 minutes for porridge (or about half this time if pre-soaked). Steel-cut oats are described as being nuttier and chewier than other types of oats. They can be used to make oatcakes, blended uncooked in smoothies and for other culinary purposes.


== See also ==
McCann's Steel Cut Irish Oatmeal
Oatmeal


== References ==
",8
153,"NGC 2452 is a planetary nebula located in the southern constellation of  Puppis. NGC 2452 was discovered by Sir John Herschel in 1847.NGC 2452 is located about 15,000 light-years (4.7 kiloparsecs) away from the Earth, and is about 40 to 50 thousand years old. In the sky, it appears close to the open cluster NGC 2453, and was previously thought to be a possible member of that cluster. However, it is merely a coincidence, and they are unrelated to each other; NGC 2452 is a foreground object relative to NGC 2453.The central star of NGC 2452 has a spectral type of [WO1], and its progenitor would have had a high mass of about 7 M☉, close to the upper limit of planetary nebula formation.


== References ==


== External links ==
 Media related to NGC 2452 at Wikimedia Commons
",3
154,"An assassination attempt was made upon Leonid Brezhnev on 22 January 1969, when a deserter from the Soviet Army, Viktor Ilyin, fired shots at a motorcade carrying the Soviet leader through Moscow. Though Brezhnev was unhurt, the shots killed a driver and lightly injured several celebrated cosmonauts of the Soviet space program who were present in the motorcade. Brezhnev's attacker was captured and a news blackout on the event was maintained by the Soviet government for years thereafter.


== Would-be assassin ==
Viktor Ivanovich Ilyin (Russian: Виктор Иванович Ильин) was born in Leningrad in 1947. After his graduation from a technical college, he was inducted into the Soviet Army in 1968 at the rank of lieutenant. Ilyin was said to have been resentful of his forced conscription and distressed by the Soviet invasion of Czechoslovakia.On 21 January 1969, Ilyin stole two standard-issue Makarov handguns and deserted his army unit. He went back to his family in Leningrad where he stole his brother-in-law's authentic police uniform. Ilyin then left on an unannounced, solitary journey to Moscow.


== Cosmonauts' motorcade ==

Dressed as a policeman, Ilyin moved unimpeded through a large crowd waiting at the Kremlin. They were clustered at the Borovitsky Gate, where a special motorcade was expected to pass: it would be bearing the successful cosmonauts of Soyuz 4 and Soyuz 5 to an important official ceremony.
The spaceflight crewmembers—Vladimir Shatalov, Boris Volynov, Yevgeny Khrunov, and Aleksei Yeliseyev—had returned only a week earlier from their historic manned-ship-to-manned-ship docking mission in space, the first of its kind. Arriving at Vnukovo Airport, they were being driven with Brezhnev and Soviet head of state Nikolai Podgorny to their commemorative celebration inside the Kremlin's Palace of Congresses. The four honorees rode in an open convertible at the front of the line, waving to spectators while a line of closed limousines trailed behind them.


== Assassination attempt ==
At 2:15 p.m. on 22 January 1969, as the motorcade passed through the gate, Ilyin drew pistols in both hands. Ignoring the waving cosmonauts, he opened fire on the second car in the line: he later admitted that he only assumed it carried Brezhnev, but this ZiL limousine was filled only with other cosmonauts from earlier missions: Alexei Leonov, Valentina Tereshkova, Georgy Beregovoy, and Andriyan Nikolayev.Ilyin's shots struck the limousine fourteen times, killing the driver, Ilya Zharkov, before a guard ran Ilyin down with his motorcycle. The other occupants of the car were unscathed or suffered only superficial wounds. After Ilyin was arrested, the cosmonauts' ceremony took place as planned, slightly delayed.


== Aftermath ==

Ilyin underwent a lengthy interrogation led by KGB chief and future Soviet leader Yuri Andropov. During his interrogation, the recording of which was found in the Russian State Archives after 1991, Ilyin told Andropov that his motivation to assassinate Brezhnev was to have him replaced with his Second Secretary and Party Ideologue Mikhail Suslov (whom Ilyin called ""the most outstanding person in the party at the moment""). Whether this was true or if he was simply trying to provoke infighting within the Politburo remains unknown. He was pronounced insane and sent to Kazan Psychiatric Hospital where he was kept in solitary confinement until 1988.According to Russian sources, Ilyin was released in 1990 and moved to Saint Petersburg. The bullet-holed limousine has been preserved and is occasionally put on public exhibition.


== Legacy ==
News was scant and slow to emerge. An official Soviet press statement was made two days after the shooting, but did not say if the shooter was a man or a woman. However, even without official confirmation, the event was seen as an assassination attempt on Brezhnev.Years later, the cosmonaut Leonov recounted how Brezhnev confided to him after the incident: ""Those bullets were not meant for you, Alexei. They were meant for me, and for that I apologize."" But until the dissolution of the Soviet Union the KGB released little information about the shooting. The entire incident was ""so effectively hushed up"" that it was sometimes cited by Western observers as an example of Soviet secrecy.


== References ==
",2
155,"Memphis Air Route Traffic Control Center (ZME) (radio communications, ""Memphis Center"") is one of 22  United States Federal Aviation Administration (FAA) Area Control Centers and is located at 3229 Democrat Rd, Memphis, Tennessee 38118, United StatesThe primary responsibility of Memphis Center is sequencing and separation of over-flights, arrivals, and departures in order to provide safe, orderly, and expeditious flow of aircraft filed under instrument flight rules (IFR).
Memphis Center is the 11th busiest ARTCC in the United States. Between January 1, 2017, and December 31, 2017, Memphis Center handled 2,145,204 aircraft operations. Memphis Center covers approximately 120,000 square miles  of the Midwestern United States and Southern United States, including parts or all of Missouri, Kentucky, Arkansas, Tennessee, Louisiana, Mississippi and Alabama.
Memphis Center lies adjacent to five Air Route Traffic Control Centers: Fort Worth Air Route Traffic Control Center, Atlanta Air Route Traffic Control Center, Houston Air Route Traffic Control Center, Kansas City Air Route Traffic Control Center, and Indianapolis Air Route Traffic Control Center. ZME overlies or abuts many approach control facilities (including Memphis, Fayetteville, Nashville, Huntsville, Jackson, Little Rock, Chattanooga, and Columbus AFB).


== Breakdown of airspace ==
Memphis Center is broken down into 37 sectors divided into six and areas and Traffic Management Unit (TMU).


== References ==


== External links ==
MemphisCenter Weather Service Unit (CWSU) (NWS/FAA)
",0
156,"Al-Haj Suliman Yari (19 August 1936 – 10 May 2013) was an Afghan politician.Yari was the son of Nek Mohammad Yari and was born on 19 August 1936 in the province of Wardak, district Behsod, in Qol Kheish of Afghanistan.
Al-Haj Suliman Yari served two terms as a member of the Wolesi Jirga (Afghan parliament) during the reign of King Zahir. During the war against the Soviet Union he lived in Peshawar and provided assistance to the Mujahideen from there. In the years between 1992–1995 he was the Afghan minister for Light, Industries and Food Provision.After the fall of the Taliban regime he returned to his homeland and became a member of the Emergency Loya Jirga, the Constitutional Loya Jirga and then a member of the Independent Election Commission (IEC).Later he became a member of the Meshrano Jirga (Afghan Senate), a member of the High Peace Council (HPC) as well as the head of the Hazara People Council.


== References ==
",10
157,"Sapphire Stagg is a fictional character appearing in American comic books published by DC Comics. She is the wealthy socialite daughter of industrialist Simon Stagg and is the long term love interest of the superhero Metamorpho.


== Fictional character biography ==
Sapphire Stagg meets and falls in love with one of Stagg's former employees, Rex Mason, and remains with him  when he began adventuring as the super-hero Metamorpho. Simon Stagg greatly disapproves of Sapphire's devotion to Mason and  schemes to break them apart (usually by putting Metamorpho into harm's way). Sapphire and Rex eventually marry and have a son together Joey. Joey had inherits the transmutative properties of his father, but could also use these abilities to affect the chemical properties of other objects as well.For a time, Sapphire believes that Metamorpho has died, and her father arranges for her to marry his Neanderthal assistant named Java. Although she remains loyal to Java, her heart always belongs to Rex. Eventually, Sapphire discovers that Metamorpho is alive and working in Paris as a member of Justice League Europe. The two have since reunited.


=== Birds of Prey ===
Java comes upon Black Canary while searching for help for Sapphire. His story is that Sapphire and Joey, Metamorpho's son, has been caught in a lab explosion and merged into a single energy being who was taking revenge upon Simon Stagg's former colleagues. It is revealed that not only were Sapphire and Joey merged, but so was Simon. It is he who is directing the revenge. Black Canary realizes that Java is actually Metamorpho, somehow affected to believe he is Java. The three are separated once more; Simon claims to have been overcome by the energy itself and unable to control his actions. As the comic ends, he steps away from the joyous family reunion to check on a growing clone of Java.


=== The New 52 ===
In 2011, ""The New 52"" rebooted the DC universe. Sapphire Stagg's history and her love for Rex Mason is the same.


=== DC Rebirth ===
In 2016, DC Comics implemented another relaunch of its books called ""DC Rebirth"", which restored its continuity to a form much as it was prior to ""The New 52"". Sapphire was present when Simon Stagg had opened a portal to the Dark Multiverse and is trying to close it with Metamorpho who was transmuted to Nth Metal. She is present when Mister Terrific, Plastic Man, Metamorpho, and Phantom Girl return from the Dark Multiverse. Metamorpho and Sapphire later discuss the strains on their relationship.During the ""Endless Winter"" storyline, Sapphire Stagg is revealed to have a brother named Sebastian.


== Other versions ==
Sapphire Stagg appeared in the Elseworlds story The Nail.


== In other media ==
Sapphire Stagg appears in the Justice League episode ""Metamorphosis"", voiced by Danica McKellar. Sapphire Stagg meets Rex Mason through his employment at Stagg Industries, which leads to an affair between the like-minded, passionate individuals. They keep their relationship a secret from her father until she tells him that she was going with Rex to Chicago. Stagg decides to make Mason the test subject for his Metamorpho project to eliminate him from his daughter's life. His plan fails however, as Sapphire still loves Rex after his transformation.
Sapphire Stagg appears in the Beware the Batman episode ""Toxic"", voiced by Emmanuelle Chriqui. Simon Stagg disapproves of Sapphire's relationship with the security guard Rex Mason and believes that he had bred his daughter to be better. Donning a ski mask, Simon Stagg sets off an alarm and lures Rex Mason into the lab in ""Project Metamorpho"" where he traps him inside and exposes him to the chemicals. Upon Batman's arrival, Simon Stagg flees the lab and deletes incriminating security footage. Batman eventually learns the truth and tells everything to Metamorpho in order to lure him back to Stagg Industries so that he can be cured. Simon Stagg allows Batman access to Project Metamorpho where the antidote did not work. After Metamorpho vanishes, Simon Stagg attempts to pin the blame of Metamorpho's death on Batman, who shows Sapphire Stagg the footage of her father's role in Metamorpho's creation. Batman then leaves with plans to leave the incriminating footage of Simon Stagg's role in Metamorpho's creation to the police. In ""Monsters"", Batman suspects Simon Stagg of hiring and providing thugs with armor and weapons to drive people out of Old Gotham and buy the territory for profit. He visits Simon Stagg in his cell at Blackgate Penitentiary, but Stagg denies being involved in the scheme. The real culprit is later revealed to be Sapphire, who seeks to impress her father. Batman threatens her to stop while withholding Rex's survival from her.


== References ==
",6
